gene,category
ENSDARG00000043185,histone
ENSDARG00000046087,histone
ENSDARG00000031709,histone
ENSDARG00000087911,histone
ENSDARG00000013596,histone
ENSDARG00000116694,histone
ENSDARG00000074238,histone
ENSDARG00000051798,histone
ENSDARG00000037708,histone
ENSDARG00000115953,histone
ENSDARG00000100558,histone
ENSDARG00000069428,histone
ENSDARG00000059794,histone
ENSDARG00000061759,histone
ENSDARG00000088087,histone
ENSDARG00000016664,histone
ENSDARG00000015471,histone
ENSDARG00000036593,histone
ENSDARG00000044167,histone
ENSDARG00000088567,histone
ENSDARG00000063718,histone
ENSDARG00000007430,histone
ENSDARG00000078301,histone
ENSDARG00000017366,histone
ENSDARG00000053912,histone
ENSDARG00000019236,glutathione
ENSDARG00000114106,glutathione
ENSDARG00000037706,glutathione
ENSDARG00000109538,glutathione
ENSDARG00000104068,glutathione
ENSDARG00000042533,glutathione
ENSDARG00000054755,glutathione
ENSDARG00000113460,glutathione
ENSDARG00000095464,glutathione
ENSDARG00000110618,glutathione
ENSDARG00000017388,glutathione
ENSDARG00000112401,glutathione
ENSDARG00000090228,glutathione
ENSDARG00000102744,glutathione
ENSDARG00000022165,glutathione
ENSDARG00000110212,glutathione
ENSDARG00000027984,glutathione
ENSDARG00000056510,glutathione
ENSDARG00000022183,glutathione
ENSDARG00000032618,glutathione
ENSDARG00000113133,glutathione
ENSDARG00000033285,glutathione
ENSDARG00000013741,glutathione
ENSDARG00000020136,glutathione
ENSDARG00000115727,glutathione
ENSDARG00000103019,glutathione
ENSDARG00000042428,glutathione
ENSDARG00000110738,glutathione
ENSDARG00000042620,glutathione
ENSDARG00000033364,glutathione
ENSDARG00000088116,glutathione
ENSDARG00000029473,glutathione
ENSDARG00000092052,glutathione
ENSDARG00000071345,glutathione
ENSDARG00000039832,glutathione
ENSDARG00000019585,glutathione
ENSDARG00000062598,glutathione
ENSDARG00000093119,glutathione
ENSDARG00000025338,glutathione
ENSDARG00000071032,glutathione
ENSDARG00000097696,glutathione
ENSDARG00000068978,glutathione
ENSDARG00000018351,glutathione
ENSDARG00000018146,glutathione
ENSDARG00000114736,glutathione
ENSDARG00000068478,glutathione
ENSDARG00000076836,glutathione
ENSDARG00000013302,glutathione
ENSDARG00000006207,glutathione
ENSDARG00000091511,glutathione
ENSDARG00000003077,glutathione
ENSDARG00000043342,glutathione
ENSDARG00000089149,glutathione
ENSDARG00000005713,glutathione
ENSDARG00000045123,glutathione
ENSDARG00000013095,glutathione
ENSDARG00000018953,glutathione
ENSDARG00000023526,glutathione
ENSDARG00000055078,glutathione
ENSDARG00000070426,glutathione
ENSDARG00000087054,glutathione
ENSDARG00000018342,glutathione
ENSDARG00000052045,glutathione
ENSDARG00000075541,glutathione
ENSDARG00000092350,glutathione
NA,glutathione
ENSDARG00000078258,glutathione
ENSDARG00000100944,glutathione
ENSDARG00000110094,glutathione
ENSDARG00000028106,glutathione
ENSDARG00000096662,glutathione
ENSDARG00000014031,glutathione
ENSDARG00000116140,glutathione
ENSDARG00000016750,glutathione
ENSDARG00000104719,glutathione
ENSDARG00000094901,glutathione
ENSDARG00000105403,glutathione
ENSDARG00000019496,glutathione
ENSDARG00000038980,glutathione
ENSDARG00000053609,glutathione
ENSDARG00000068415,glutathione
ENSDARG00000110236,glutathione
ENSDARG00000080010,glutathione
ENSDARG00000111574,glutathione
ENSDARG00000091211,glutathione
ENSDARG00000113750,glutathione
ENSDARG00000087262,glutathione
ENSDARG00000024278,glutathione
ENSDARG00000116820,glutathione
ENSDARG00000088366,glutathione
ENSDARG00000007449,glutathione
ENSDARG00000002952,angiogenesis
ENSDARG00000006939,angiogenesis
ENSDARG00000007329,angiogenesis
ENSDARG00000019235,angiogenesis
ENSDARG00000116240,angiogenesis
ENSDARG00000059276,angiogenesis
ENSDARG00000101717,angiogenesis
ENSDARG00000103542,angiogenesis
ENSDARG00000019930,angiogenesis
ENSDARG00000005150,angiogenesis
ENSDARG00000013441,angiogenesis
ENSDARG00000057633,angiogenesis
ENSDARG00000011785,angiogenesis
ENSDARG00000052148,angiogenesis
ENSDARG00000055655,angiogenesis
ENSDARG00000110817,angiogenesis
ENSDARG00000077264,angiogenesis
ENSDARG00000098916,angiogenesis
ENSDARG00000000568,angiogenesis
ENSDARG00000038428,angiogenesis
ENSDARG00000102184,angiogenesis
ENSDARG00000102153,angiogenesis
ENSDARG00000028731,angiogenesis
ENSDARG00000075621,angiogenesis
ENSDARG00000038442,angiogenesis
ENSDARG00000040080,angiogenesis
ENSDARG00000031952,angiogenesis
ENSDARG00000030125,angiogenesis
ENSDARG00000027290,angiogenesis
ENSDARG00000041232,angiogenesis
ENSDARG00000096546,angiogenesis
ENSDARG00000038446,angiogenesis
ENSDARG00000013705,angiogenesis
ENSDARG00000019371,angiogenesis
ENSDARG00000111797,angiogenesis
ENSDARG00000053868,angiogenesis
ENSDARG00000091748,angiogenesis
ENSDARG00000112470,angiogenesis
ENSDARG00000115619,angiogenesis
ENSDARG00000043593,angiogenesis
ENSDARG00000061140,angiogenesis
ENSDARG00000060109,angiogenesis
ENSDARG00000058179,angiogenesis
ENSDARG00000113530,angiogenesis
ENSDARG00000068401,angiogenesis
ENSDARG00000112952,angiogenesis
ENSDARG00000002172,angiogenesis
ENSDARG00000086391,angiogenesis
ENSDARG00000036670,angiogenesis
ENSDARG00000067719,angiogenesis
ENSDARG00000103606,angiogenesis
ENSDARG00000061203,angiogenesis
ENSDARG00000100467,angiogenesis
ENSDARG00000098237,angiogenesis
ENSDARG00000100657,angiogenesis
ENSDARG00000058598,angiogenesis
ENSDARG00000055100,angiogenesis
ENSDARG00000113088,angiogenesis
ENSDARG00000062478,angiogenesis
ENSDARG00000104795,angiogenesis
ENSDARG00000059437,angiogenesis
ENSDARG00000109351,angiogenesis
ENSDARG00000081476,angiogenesis
ENSDARG00000094729,angiogenesis
ENSDARG00000113515,angiogenesis
ENSDARG00000116511,angiogenesis
ENSDARG00000076994,angiogenesis
NA,angiogenesis
ENSDARG00000061030,angiogenesis
ENSDARG00000053668,angiogenesis
ENSDARG00000109728,angiogenesis
ENSDARG00000061205,angiogenesis
ENSDARG00000092809,angiogenesis
NA,endoplasmic_reticulum
ENSDARG00000007923,endoplasmic_reticulum
ENSDARG00000104451,endoplasmic_reticulum
ENSDARG00000034823,endoplasmic_reticulum
ENSDARG00000004870,endoplasmic_reticulum
ENSDARG00000032319,endoplasmic_reticulum
ENSDARG00000103979,endoplasmic_reticulum
ENSDARG00000068567,endoplasmic_reticulum
ENSDARG00000111447,endoplasmic_reticulum
ENSDARG00000058815,endoplasmic_reticulum
ENSDARG00000033999,endoplasmic_reticulum
ENSDARG00000041348,endoplasmic_reticulum
ENSDARG00000112299,endoplasmic_reticulum
ENSDARG00000038867,endoplasmic_reticulum
ENSDARG00000019949,endoplasmic_reticulum
ENSDARG00000024546,endoplasmic_reticulum
ENSDARG00000015540,endoplasmic_reticulum
ENSDARG00000017874,endoplasmic_reticulum
ENSDARG00000005230,endoplasmic_reticulum
ENSDARG00000044776,endoplasmic_reticulum
ENSDARG00000062986,endoplasmic_reticulum
ENSDARG00000009677,endoplasmic_reticulum
ENSDARG00000030108,endoplasmic_reticulum
ENSDARG00000019532,endoplasmic_reticulum
ENSDARG00000098315,endoplasmic_reticulum
ENSDARG00000021669,endoplasmic_reticulum
ENSDARG00000020072,endoplasmic_reticulum
ENSDARG00000021082,endoplasmic_reticulum
ENSDARG00000111434,endoplasmic_reticulum
ENSDARG00000114514,endoplasmic_reticulum
ENSDARG00000005675,endoplasmic_reticulum
ENSDARG00000090912,endoplasmic_reticulum
ENSDARG00000004402,endoplasmic_reticulum
ENSDARG00000114205,endoplasmic_reticulum
ENSDARG00000006757,endoplasmic_reticulum
ENSDARG00000038097,endoplasmic_reticulum
ENSDARG00000004745,endoplasmic_reticulum
ENSDARG00000058257,endoplasmic_reticulum
ENSDARG00000112079,endoplasmic_reticulum
ENSDARG00000026908,endoplasmic_reticulum
ENSDARG00000013838,endoplasmic_reticulum
ENSDARG00000116014,endoplasmic_reticulum
ENSDARG00000016867,endoplasmic_reticulum
ENSDARG00000103298,endoplasmic_reticulum
ENSDARG00000041110,endoplasmic_reticulum
ENSDARG00000114114,endoplasmic_reticulum
ENSDARG00000035872,endoplasmic_reticulum
ENSDARG00000039966,endoplasmic_reticulum
ENSDARG00000102746,endoplasmic_reticulum
ENSDARG00000026875,endoplasmic_reticulum
ENSDARG00000015352,endoplasmic_reticulum
ENSDARG00000025468,endoplasmic_reticulum
ENSDARG00000055945,endoplasmic_reticulum
ENSDARG00000006497,endoplasmic_reticulum
ENSDARG00000104223,endoplasmic_reticulum
ENSDARG00000039363,endoplasmic_reticulum
ENSDARG00000013979,endoplasmic_reticulum
ENSDARG00000111470,endoplasmic_reticulum
ENSDARG00000112351,endoplasmic_reticulum
ENSDARG00000025522,endoplasmic_reticulum
ENSDARG00000115600,endoplasmic_reticulum
ENSDARG00000077121,endoplasmic_reticulum
ENSDARG00000045129,endoplasmic_reticulum
ENSDARG00000075721,endoplasmic_reticulum
ENSDARG00000092609,endoplasmic_reticulum
ENSDARG00000038980,endoplasmic_reticulum
ENSDARG00000058062,endoplasmic_reticulum
ENSDARG00000103831,endoplasmic_reticulum
ENSDARG00000038805,endoplasmic_reticulum
ENSDARG00000076290,endoplasmic_reticulum
ENSDARG00000037361,endoplasmic_reticulum
ENSDARG00000059323,endoplasmic_reticulum
ENSDARG00000015128,endoplasmic_reticulum
ENSDARG00000018190,endoplasmic_reticulum
ENSDARG00000103503,endoplasmic_reticulum
ENSDARG00000018600,endoplasmic_reticulum
ENSDARG00000028559,endoplasmic_reticulum
ENSDARG00000019444,endoplasmic_reticulum
ENSDARG00000041391,endoplasmic_reticulum
ENSDARG00000110672,endoplasmic_reticulum
ENSDARG00000115902,endoplasmic_reticulum
ENSDARG00000032373,endoplasmic_reticulum
ENSDARG00000021143,endoplasmic_reticulum
ENSDARG00000007347,endoplasmic_reticulum
ENSDARG00000013670,endoplasmic_reticulum
ENSDARG00000020008,endoplasmic_reticulum
ENSDARG00000116074,endoplasmic_reticulum
ENSDARG00000041332,endoplasmic_reticulum
ENSDARG00000019360,endoplasmic_reticulum
ENSDARG00000100185,endoplasmic_reticulum
ENSDARG00000100435,endoplasmic_reticulum
ENSDARG00000014139,endoplasmic_reticulum
ENSDARG00000015709,endoplasmic_reticulum
ENSDARG00000059035,endoplasmic_reticulum
ENSDARG00000035028,endoplasmic_reticulum
ENSDARG00000044627,endoplasmic_reticulum
ENSDARG00000114612,endoplasmic_reticulum
ENSDARG00000033604,endoplasmic_reticulum
ENSDARG00000116453,endoplasmic_reticulum
ENSDARG00000043555,endoplasmic_reticulum
ENSDARG00000052455,endoplasmic_reticulum
ENSDARG00000074790,endoplasmic_reticulum
ENSDARG00000018956,endoplasmic_reticulum
ENSDARG00000014806,endoplasmic_reticulum
ENSDARG00000054963,endoplasmic_reticulum
ENSDARG00000010658,endoplasmic_reticulum
ENSDARG00000113413,endoplasmic_reticulum
ENSDARG00000069279,endoplasmic_reticulum
ENSDARG00000114975,endoplasmic_reticulum
ENSDARG00000044090,endoplasmic_reticulum
ENSDARG00000115387,endoplasmic_reticulum
ENSDARG00000105034,endoplasmic_reticulum
ENSDARG00000019636,endoplasmic_reticulum
ENSDARG00000017842,endoplasmic_reticulum
ENSDARG00000060682,endoplasmic_reticulum
ENSDARG00000041728,endoplasmic_reticulum
ENSDARG00000070480,endoplasmic_reticulum
ENSDARG00000027495,endoplasmic_reticulum
ENSDARG00000074271,endoplasmic_reticulum
ENSDARG00000110353,endoplasmic_reticulum
ENSDARG00000006487,endoplasmic_reticulum
ENSDARG00000009724,endoplasmic_reticulum
ENSDARG00000099961,endoplasmic_reticulum
ENSDARG00000028816,endoplasmic_reticulum
ENSDARG00000113132,endoplasmic_reticulum
ENSDARG00000039381,endoplasmic_reticulum
ENSDARG00000109469,endoplasmic_reticulum
ENSDARG00000113169,endoplasmic_reticulum
ENSDARG00000056369,endoplasmic_reticulum
ENSDARG00000115753,endoplasmic_reticulum
ENSDARG00000012450,endoplasmic_reticulum
ENSDARG00000099439,endoplasmic_reticulum
ENSDARG00000058861,endoplasmic_reticulum
ENSDARG00000043357,endoplasmic_reticulum
ENSDARG00000014165,endoplasmic_reticulum
ENSDARG00000111483,endoplasmic_reticulum
ENSDARG00000035282,endoplasmic_reticulum
ENSDARG00000100742,endoplasmic_reticulum
ENSDARG00000038428,endoplasmic_reticulum
ENSDARG00000054755,endoplasmic_reticulum
ENSDARG00000113460,endoplasmic_reticulum
ENSDARG00000030236,endoplasmic_reticulum
ENSDARG00000006639,endoplasmic_reticulum
ENSDARG00000102937,endoplasmic_reticulum
ENSDARG00000033616,endoplasmic_reticulum
ENSDARG00000113817,endoplasmic_reticulum
ENSDARG00000058354,endoplasmic_reticulum
ENSDARG00000027595,endoplasmic_reticulum
ENSDARG00000114849,endoplasmic_reticulum
ENSDARG00000099664,endoplasmic_reticulum
ENSDARG00000086309,endoplasmic_reticulum
ENSDARG00000031336,endoplasmic_reticulum
ENSDARG00000111087,endoplasmic_reticulum
ENSDARG00000036442,endoplasmic_reticulum
ENSDARG00000116165,endoplasmic_reticulum
ENSDARG00000044972,endoplasmic_reticulum
ENSDARG00000010962,endoplasmic_reticulum
ENSDARG00000058953,endoplasmic_reticulum
ENSDARG00000115375,endoplasmic_reticulum
ENSDARG00000014333,endoplasmic_reticulum
ENSDARG00000000442,endoplasmic_reticulum
ENSDARG00000037000,endoplasmic_reticulum
ENSDARG00000111059,endoplasmic_reticulum
ENSDARG00000101627,endoplasmic_reticulum
ENSDARG00000031020,endoplasmic_reticulum
ENSDARG00000005254,endoplasmic_reticulum
ENSDARG00000010085,endoplasmic_reticulum
ENSDARG00000103226,endoplasmic_reticulum
ENSDARG00000012369,endoplasmic_reticulum
ENSDARG00000103846,endoplasmic_reticulum
ENSDARG00000102640,endoplasmic_reticulum
ENSDARG00000069099,endoplasmic_reticulum
ENSDARG00000113013,endoplasmic_reticulum
ENSDARG00000039211,endoplasmic_reticulum
ENSDARG00000003570,endoplasmic_reticulum
ENSDARG00000114206,endoplasmic_reticulum
ENSDARG00000015088,endoplasmic_reticulum
ENSDARG00000005612,endoplasmic_reticulum
ENSDARG00000111794,endoplasmic_reticulum
ENSDARG00000019581,endoplasmic_reticulum
ENSDARG00000004160,endoplasmic_reticulum
ENSDARG00000021141,endoplasmic_reticulum
ENSDARG00000037172,endoplasmic_reticulum
ENSDARG00000007279,endoplasmic_reticulum
ENSDARG00000005625,endoplasmic_reticulum
ENSDARG00000007250,endoplasmic_reticulum
ENSDARG00000015989,endoplasmic_reticulum
ENSDARG00000015228,endoplasmic_reticulum
ENSDARG00000023287,endoplasmic_reticulum
ENSDARG00000115935,endoplasmic_reticulum
ENSDARG00000116671,endoplasmic_reticulum
ENSDARG00000052703,endoplasmic_reticulum
ENSDARG00000024277,endoplasmic_reticulum
ENSDARG00000008765,endoplasmic_reticulum
ENSDARG00000051936,endoplasmic_reticulum
ENSDARG00000111918,endoplasmic_reticulum
ENSDARG00000004979,endoplasmic_reticulum
ENSDARG00000012741,endoplasmic_reticulum
ENSDARG00000016481,endoplasmic_reticulum
ENSDARG00000016038,endoplasmic_reticulum
ENSDARG00000112437,endoplasmic_reticulum
ENSDARG00000105011,endoplasmic_reticulum
ENSDARG00000098995,endoplasmic_reticulum
ENSDARG00000103511,endoplasmic_reticulum
ENSDARG00000029071,endoplasmic_reticulum
ENSDARG00000116264,endoplasmic_reticulum
ENSDARG00000033436,endoplasmic_reticulum
ENSDARG00000007496,endoplasmic_reticulum
ENSDARG00000012840,endoplasmic_reticulum
ENSDARG00000040912,endoplasmic_reticulum
ENSDARG00000004078,endoplasmic_reticulum
ENSDARG00000033171,endoplasmic_reticulum
ENSDARG00000111544,endoplasmic_reticulum
ENSDARG00000017126,endoplasmic_reticulum
ENSDARG00000056628,endoplasmic_reticulum
ENSDARG00000111549,endoplasmic_reticulum
ENSDARG00000027418,endoplasmic_reticulum
ENSDARG00000078785,endoplasmic_reticulum
ENSDARG00000006773,endoplasmic_reticulum
ENSDARG00000058650,endoplasmic_reticulum
ENSDARG00000026895,endoplasmic_reticulum
ENSDARG00000079128,endoplasmic_reticulum
ENSDARG00000005463,endoplasmic_reticulum
ENSDARG00000039051,endoplasmic_reticulum
ENSDARG00000030563,endoplasmic_reticulum
ENSDARG00000033871,endoplasmic_reticulum
ENSDARG00000114961,endoplasmic_reticulum
ENSDARG00000031971,endoplasmic_reticulum
ENSDARG00000112803,endoplasmic_reticulum
ENSDARG00000109619,endoplasmic_reticulum
ENSDARG00000018423,endoplasmic_reticulum
ENSDARG00000113259,endoplasmic_reticulum
ENSDARG00000012588,endoplasmic_reticulum
ENSDARG00000011418,endoplasmic_reticulum
ENSDARG00000056691,endoplasmic_reticulum
ENSDARG00000110175,endoplasmic_reticulum
ENSDARG00000098367,endoplasmic_reticulum
ENSDARG00000018206,endoplasmic_reticulum
ENSDARG00000038074,endoplasmic_reticulum
ENSDARG00000007808,endoplasmic_reticulum
ENSDARG00000018263,endoplasmic_reticulum
ENSDARG00000004470,endoplasmic_reticulum
ENSDARG00000042854,endoplasmic_reticulum
ENSDARG00000091348,endoplasmic_reticulum
ENSDARG00000005115,endoplasmic_reticulum
ENSDARG00000016999,endoplasmic_reticulum
ENSDARG00000029500,endoplasmic_reticulum
ENSDARG00000104647,endoplasmic_reticulum
ENSDARG00000055115,endoplasmic_reticulum
ENSDARG00000018351,endoplasmic_reticulum
ENSDARG00000069018,endoplasmic_reticulum
ENSDARG00000025094,endoplasmic_reticulum
ENSDARG00000025850,endoplasmic_reticulum
ENSDARG00000052746,endoplasmic_reticulum
ENSDARG00000112130,endoplasmic_reticulum
ENSDARG00000113367,endoplasmic_reticulum
ENSDARG00000023759,endoplasmic_reticulum
ENSDARG00000042544,endoplasmic_reticulum
ENSDARG00000028448,endoplasmic_reticulum
ENSDARG00000068698,endoplasmic_reticulum
ENSDARG00000003757,endoplasmic_reticulum
ENSDARG00000016968,endoplasmic_reticulum
ENSDARG00000058045,endoplasmic_reticulum
ENSDARG00000114123,endoplasmic_reticulum
ENSDARG00000010553,endoplasmic_reticulum
ENSDARG00000109407,endoplasmic_reticulum
ENSDARG00000005799,endoplasmic_reticulum
ENSDARG00000110934,endoplasmic_reticulum
ENSDARG00000039268,endoplasmic_reticulum
ENSDARG00000103712,endoplasmic_reticulum
ENSDARG00000008953,endoplasmic_reticulum
ENSDARG00000044490,endoplasmic_reticulum
ENSDARG00000068291,endoplasmic_reticulum
ENSDARG00000025595,endoplasmic_reticulum
ENSDARG00000014015,endoplasmic_reticulum
ENSDARG00000046022,endoplasmic_reticulum
ENSDARG00000071426,endoplasmic_reticulum
ENSDARG00000109955,endoplasmic_reticulum
ENSDARG00000039008,endoplasmic_reticulum
ENSDARG00000089976,endoplasmic_reticulum
ENSDARG00000008637,endoplasmic_reticulum
ENSDARG00000022418,endoplasmic_reticulum
ENSDARG00000023394,endoplasmic_reticulum
ENSDARG00000009342,endoplasmic_reticulum
ENSDARG00000008735,endoplasmic_reticulum
ENSDARG00000035860,endoplasmic_reticulum
ENSDARG00000032997,endoplasmic_reticulum
ENSDARG00000070682,endoplasmic_reticulum
ENSDARG00000109313,endoplasmic_reticulum
ENSDARG00000030237,endoplasmic_reticulum
ENSDARG00000110406,endoplasmic_reticulum
ENSDARG00000037318,endoplasmic_reticulum
ENSDARG00000020218,endoplasmic_reticulum
ENSDARG00000017235,endoplasmic_reticulum
ENSDARG00000039851,endoplasmic_reticulum
ENSDARG00000015917,endoplasmic_reticulum
